pair,symbol0,symbol1,stable,gauge,internal_bribe,pairfees,pf_bal0_raw,pf_bal0_fmt,pf_bal1_raw,pf_bal1_fmt,ib_bal0_raw,ib_bal0_fmt,ib_bal1_raw,ib_bal1_fmt
"0x78Ef6D3E3d0da9B2248C11BE11743B4C573ADd25","TIGER","LION","false","0x1E5573b2A7C1D08112d0Ff22e9F2D8EFc9583532","0x2BC854DC42e51F1FDECab3b606367D5457720caf","0x80Ad741f99Fa97dfaEbD76BAFBC3cDfB15549FE9","4285550620063939867","4.2856","3257011807871955185591","3,257.01","146530331708571557804","146.5303","182126859605231083658475","182,126.86"
"0x35081D53631A2fCd1E9100DE57dFf9b37CA9A58D","ANN","VARA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xe71368d850d2c90D15e0D3851ac366032d22947A","128087591790593986","0.128088","614759186403942515","0.614759","0","0","0","0"
"0x07bbbc48F9b42CA2A94a38D2c5871847e33F5620","DEXI","axlUSDC","false","0x4CfbC034eeCe0F314134939d07B38d67acf0D650","0xB226E8f698EC679c7Fd17781E4d740ee38B9eCec","0x8Bb9d2726B65eA26891CE1F06733b433D0D192eD","85568545","0.085569","0","0","0","0","0","0"
"0xAAFBaee5E6E2B85f43Da772a71cC348Df6b0Ca29","BEAR","axlUSDC","false","0x90281B467Eb5ccE8f9C40FBC73Ea3f6722796918","0x8FdcAca3E3b348Df4945Dc02C682e1dEF2b6f42D","0x3705CAcdA1f339c8a42d815402DbaF980467f618","2350088623409177","0.002350","10516","0.010516","0","0","0","0"
"0xFb1Efb5FD9dfb72f40B81bC5aa0e15d616BA8831","GBYTE","LINE","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xDF581Be52C51AA2E8385349791a79D8DF29BC518","4181794044015747982","4.1818","1311793065479233648","1.3118","0","0","0","0"
"0x7CBfe090D1601d75043f365861FA2c4c557DE834","TAROT","WKAVA","false","0x8080B0B98975580994FE8E8ED91Abe71aDae24F7","0x7eAfadbe7Cde5Aa01C06410Fa9cb24D22589e963","0x41a4f8e08AB80BBdf6566647d49295dDE330a7dd","296419537745960521001","296.4195","17867533060586271499","17.8675","21368745472403607933","21.3687","2501189410111591404","2.5012"
"0x9Dd1836E100517407ac8B0E716df09293E9e2E10","USDt","MAI","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xA180964Bfbc3747dD6A1B22DA6285b5B29760cC5","2383","0.002383","90855441996122772","0.090855","0","0","0","0"
"0x754c34266a6248e8b5b98f77Ed47B5f5b854Da96","USDT","MAI","true","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xBa4010d94e186387355B1e887703a32249e7F928","3991","0.003991","345365024771267","0.000345","0","0","0","0"
"0x6b2FC505ca7071b09000De9a34e37e7E6829589A","BIFI","VARA","false","0x82Cd3B67fC8ed0c5c6eBB4356fA6b0E91f390573","0xb86678854E364D889E7252c52375Ec3bfF410163","0x0cA056130Ad0B056f14a99d79F89D41d671B16cf","3211639885372","3.21e-6","267687625548901623","0.267688","0","0","0","0"
"0x6e53Bf26A38FF033E999085A5cd9E9F5683D1D35","GBYTE","USDt","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xC1BF7ED0F2EE91bBe6C5798E03a5FC2bd494D215","9414038652141621923","9.4140","61996138","61.9961","0","0","0","0"
"0xb253c4f9b615C20D9DE12bF317c71f896eb361A7","LINE","USDt","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xb1bf5A9177600280BD69131bF9841B07C48560CB","2737122128476160068","2.7371","73098914","73.0989","0","0","0","0"
"0x7190D4A8690F84E562Ba2dD90BfDD5ae2FA39882","GBYTE","WKAVA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x6f414637629A83F0339Cd1506D8E0e9F01c9c657","65662527399329830","0.065663","853580876396217966","0.853581","0","0","0","0"
"0x27f10B9De58379D9a626A1b93497b54fb0E8D245","LINE","WKAVA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x606b7b5f361fc1e7b1d40B276D08c5f58334a7aB","1633544414493802041","1.6335","79973741758737291842","79.9737","0","0","0","0"
"0xA82Bf6cB717a00Ccf2FEa79b4B3821B9108E8a66","ATOM","axlUSDC","false","0xF13456D9D2090D70a360DE527D5B841a4180fF09","0x7DDa9756024Dd0C1E9972f5a2C3f8E557b06864A","0x9A95932C474a83aA9b6545E00D8cDCBAB454200f","442244","0.442244","2138404","2.1384","0","0","0","0"
"0xD39c219B018207F44799D93433c9bA23A01EFBA2","ATOM","USDt","false","0xd15B22628ad39b4D5a0A574AABA9E910a1A2cDc6","0x71B8A0fc370AB3209B8fa92C09b32739644057fd","0xD29De90fE9E9d046F0F973D96453e6A1b06798ce","298490","0.298490","1108958","1.1090","1635155","1.6352","13600890","13.6009"
"0x2eB9fA91ca430e2b04D81066a9466034A0443f42","MAI","QI","false","0x576626ee0a2da82F8c5F54bD9Df1812A00c59CED","0x559339cF2c24e43EFe64a9e8A994Eff3Dc3E33b5","0xf2d7979Ef026019daBfdecE43dE48bF84dE16aC3","13797795518182587","0.013798","1832605148487271557","1.8326","11379308587090380","0.011379","644739408832120907","0.644739"
"0x395e6e5F3df5120fDa26bE1849d4388cc2500435","ACS","WKAVA","false","0x6d60CD9042BB5854f7488aCF949C636b67e0FE55","0x30A767EeEC270bB2d524B3c39e252a4140a45BC7","0xbD5014AAc6a6Da6C57fc0Bbb3be4d6b601b6e87B","466787883994510600","0.466788","742528005914485278","0.742528","64591989626742350842","64.5920","48144502219097651646","48.1445"
"0xb0203B98Fe5AaE9D7061DFeAa07E774E3e776808","acsVARA","ACS","false","0x2C14648216dc13BEec6c468F7724768f15C12603","0x8230ee44f20a16adCF816f797f040dc8308d42A7","0x3e0D9609B9e3A4c89F7C8428D8B34e13c4580b77","1063304086148925917273","1,063.3","925368185614391319","0.925368","158724119828793532105","158.7241","934833904357011180","0.934834"
"0xa77cAb4b0c941EB373e31f6a634f423bdb990a5f","fBOMB","xSHRAP","false","0x443c0CE3745A1385dF1E7284CF2D050C4aC7d437","0x7F3C0035F4b6DF8f0bA2D56E659B43550815Ca10","0xE07Ec1cFeec5e43102534560073313b5F7CfeeD9","120760857300496010300","120.7609","41055004007591406","0.041055","0","0","2173479227999","2.17e-6"
"0x8f92146e7687AbB1793DD75D4941CA5e0A6ECD56","LINE","USDC","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x6a4b95249aBbc419A30D6Dcb504DbBefF097Ff2B","545903202531934540","0.545903","378206485","378.2065","0","0","0","0"
"0xd9647bB6208793aF889b808714Ef89fadeB41495","ATOM","WKAVA","false","0xbd753f9F68D4b96dD76fB0Bf0E48343E5645061a","0x38145C86f5A694c97691E31C34ab15AEfab7607B","0x41263b19D92Be4A48d17B84e05747259Ca296496","764242","0.764242","6146384535151754412","6.1464","0","0","9561561976770141","0.009562"
"0x1AfCf5D216C730DF38B986A71214ae4D4993B0Fb","TAROT","WKAVA","false","0x4C4F89893f7435F1C0FdfeE73aD939Ca16d4e1e6","0x1ab8eee5B6F3AA739755fAB1bA0610A803bCdd00","0x8cAa98B8306F49736613489cA437a551C80C3b88","4664116","4.66e-12","2510498","2.51e-12","89327337166478797537","89.3273","25547364861178886141","25.5474"
"0xc8EF15e2B1De8Ef4e0b0D7739B25236694b50BD7","USDt","axlETH","false","0x5E29E4d6A9626Ba6d6436362D473D376A8abF701","0xD05aECB4B8284F4F3D0380F658774AB2Cd46b7eC","0x8ed4edb09923Dfd93a51F0fb3192711B4195a526","1467993","1.4680","522493751373002","0.000522","2","2.00e-6","94845283511966","9.48e-5"
"0x5fDEe32adB0d30d16c118a399766A2292cCdBC65","axlLqdr","axlUSDC","false","0x5f0918fAd2001d798d962Fd951AA9692c8c38450","0xFc8d489dDcbDDB86673a0084E7f2c02F218FcdF4","0xdF98a5EAc44075B777539e704b457af16D08e133","12337379555001347560","12.3374","281388","0.281388","21216220499115668395","21.2162","7420734","7.4207"
"0x96B2445330b4bc80700F39B1930f0Dfc76B127af","SHRP","axlETH","false","0x1604B2065630A78A4Ee808Bf6E245B8ee24c38d8","0x1AD340a08B69dAB1Fb92300C7bcd626e0939943f","0x2a3D1Ee583E9De3D6165477b5b748a41E0f24Ce3","116","1.16e-16","37","3.70e-17","2361986411595823","0.002362","6","6.00e-18"
"0x9fC79b494C138c3Cc88040EEd3E9B5DFaccFC2Fe","SWKAVA","axlUSDC","false","0x9b3d84ff75eD7ecb4065864BFb0ca2f04AAf63F6","0xbBA3017164eF3FE761B3C1653F9e5e775b058B11","0xC6fE147aA89eEBC72dF88c6584059A0f50B9Da8E","1376104457258142143","1.3761","260604","0.260604","31324840415138898","0.031325","0","0"
"0xB2F10d4b2aa73188144dD76a7258F09834F205C8","WKAVA","P Test","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x41AB613839f7827Dd9cFa2CCe0cF7022bc824cC5","0","0","0","0","0","0","0","0"
"0xd1B2aDd67A9A4C965f7D449a53Fa2Eae29507614","USDt","PINKAV","false","0xaB386e7B262462fA7539FdaD839ee8B9F8dCD48e","0xB058Fd7d821dbBC9fb5ef5D92cb59f6Fc12e6982","0x92132E9F8F707E59A45cD5715B047014D430c2F5","1467","0.001467","259067061918717242","0.259067","0","0","0","0"
"0x026AF7D0699eC2044D48fD6284fF9dD02D23d7A6","TST","WKAVA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x75cED8e83239FE13607b3bD7385A9E9Ec9509536","1360313355945418816","1.3603","2400000000000000","0.002400","0","0","0","0"
"0x8Ae269Aa02eDE10Ffb9C1A354356A283515DbB44","YFX","WKAVA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x6409501c21EFD0B4b50c10F92749C49A6C9Bc86B","1093921511948","1.09e-6","46587084294644","4.66e-5","0","0","0","0"
"0xb41AB6dDC7B134D2C9bA1804Dd31Daf7a19E0762","TV","WKAVA","false","0x01d965F73b40907B2Fd839Ce727dCc6B30c50e74","0xC46CA6E3eb4c90d055a3ecf097899444a6B3B66d","0x288f76A8186ae98e1BEEEDb9a95aFD3fb4e89cB3","565715289448397978573720497","565.72M","40729950912317350","0.040730","403549790341985301929342286879985831","403549790341.99M","2037009954543639478","2.0370"
"0x615A4BEcFBd4324bed30A512FC4e04D15398A6B2","USDT","ETH","false","0xa00728C3cc140aC5C687aB8E953435F9C30FE75F","0xfaB4E1A5c18CD59B002e7e9Cd70262392942BEe2","0x6106E820819fa0310CbE92E9b07c1f5D2e472443","5387416","5.3874","8392011432654678","0.008392","0","0","0","0"
"0x0EBeF19EbF0C4BDE733310F3A6a1c350cF1E987A","USDT","USDC","true","0x550a9C43AEbbc1b420B18133a4c0dC09edD95aFa","0xEAb595EA21247fe1B01bd4eFbA53F2e2ec76E139","0xc4b6B2b9fe6bf43E301E180b386CBe6a8e843F43","337067","0.337067","43532","0.043532","0","0","0","0"
"0xf20cF1707bCbC05c70992371579C7C6ab56aD6d9","UMBRA","WKAVA","false","0x43331B936063dDD27224FBdFA3379b83Cb214486","0x419222f41916B8c62e9B08212dB8D622F3d107A2","0xdd357E394005c887D5B03b24839f2fE7Ce95b4bc","90260758750720560","0.090261","4928698328808655841","4.9287","30600495017391120013","30.6005","384857452175288270","0.384857"
"0xA4Eea86B99588E231EaCc5428DD737Eb77B9D045","fBOMB","axlUSDC","false","0xB2Fb46d65A7F2DA3fCB7EE2e9a1AcB51C3Fb5299","0x5d8aaB8015E42ff3cB1A16dd27B9460Ca66b142b","0x382fd1509e6e8B9f93C5a49f979d12071E6fa593","50667774230789203262","50.6678","1043051","1.0431","1034451180401417035239","1,034.45","9001890","9.0019"
"0x8482eb8e1c3D5787d56E2A8e144e16DDDE09c292","QI","WKAVA","false","0x47FB1E4e697775BC3e585a8f7DB34479bdAC0228","0x13E87b03d5d004d1544616367D448D0Cdc0B6DAE","0x0B6DE411e3e6b50E2715093F408BB68e91Df1D84","11075519019456730087","11.0755","117689587074003770","0.117690","1103294662092905457","1.1033","2825288170998194","0.002825"
"0x992744019DF36bb15c0B05549CD6F200A0a1a1e3","USDt","QI","false","0xa38c4182553d0183a1D819d44fD9bdd07e82a067","0x69924c5Cd31600A300a1210719C7E933eFcBEC0C","0xE79615A16D3DB8f731b8e5B6fF664eaA2382496c","46328","0.046328","19027979816521353104","19.0280","0","0","488967044446993915","0.488967"
"0xB079Cc7373D49722bA4Bb4CC6cfE9858439c130D","USDt","pKFI","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x12D3bc37cAF7d8064c630C55015305EF5c9ABA2B","0","0","0","0","0","0","0","0"
"0x808b2966306F7baC00913371a3e28ebbeefef1B0","WETH","fBOMB","false","0x15b58D542E175D7669FBe8A57ab64c1F105E5312","0xB69fE255Db9fc425a0babeE2f5b8692d4167229E","0x10Dcb7e72f537Cf518009691aAcEc2C6C6bADC59","943820543001359","0.000944","434617063433317828753","434.6171","1027767119176612","0.001028","150570771076910729331","150.5708"
"0x4c4aDa7ba097632A4bcFF93fb10B9753FE2D9760","UMBRA","VARA","false","0x3E71a120a2Fb06c9cbBFa7a112951BF2a92Dac88","0x236b9959B7f0bA31fBA35D14B3251aA2275FF353","0xe06d72CB4f304D3Ca27E7150938Ef96779CD2d10","2349910519760387024","2.3499","33331101277752378134","33.3311","690242655039345391","0.690243","44829452626011577459","44.8295"
"0x8F3f292f9Ea989cD98FbB2587df36148c27269AE","CHEF","UMBRA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x4eB29793efAF9aa43Ca2Ee3763Fb41E859104cB5","159047531066698719","0.159048","32700050227323317736","32.7001","0","0","0","0"
"0x4638223E03302C2D2daBEDE7654ad57277cfD925","CHEF","USDt","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x636e30Fc7B83E2Cedd2fBFfe855F8D4df979551A","125982155091119739","0.125982","593100","0.593100","0","0","0","0"
"0x877109B1D615ac92e7Bd79A377C984e708793E27","CHAM","SLM","false","0xDA249d58dedc51a67a0170076F4240b0B07E5D95","0xF4e38cc9569E806C3034c1A228192c4acf37469D","0xf40B353e426e8b2028BA3729d0D4a6374db1D4C7","0","0","6261740440000000","0.006262","0","0","0","0"
"0x43160F14aEf9466F01DB42384d195b16C1aa1C60","TAROT","SLM","false","0x89b92FC315733548704e59345a15eFc5B50efBAF","0x8fdC3C22176CDF6D2b1b88fE94aA46ce8cf23693","0xa2D8beB22f29b92a3F3Aaf1C35206D32478083bB","0","0","0","0","0","0","0","0"
"0x2C018Ad67e6B977A5bBfF0A420469adD3F0A133B","ACS","SLM","false","0x62598C1a32bF691C7a6448640ED19Deaf0E6d575","0xf0d4aB504f79eC03e26743c2298aF6b69060F34c","0x532979DE438Ab455750c959dCfA082aBA7f197Ff","0","0","0","0","0","0","0","0"
"0xB3E2ED94DB1b446Da7Dec4d200Db4E4694CFE94a","CHAM","TAROT","false","0xB66d199a797Bc9eFa0c6184F3576DCfc697ed9d2","0xC7A5D235d5B852Efb9574E97C9316BC73a6d4c22","0x636F14388D6655991848Ad1ae4bC888A96Ee9D34","0","0","0","0","0","0","0","0"
"0x56Af564A4b61814143D58638f7363bC7E222ba09","SLM","BIFI","false","0x6D59c1887Ef59bA2D151800c7d39EFBfd5a21DD3","0x7eF740666A14e263615DB32852197769670708D8","0xBE6b28A424c28F6f5AC69053fB4E115a2E756AD7","0","0","0","0","0","0","0","0"
"0x49B238813CB3Be35B7835364b2a9Ad7B38DF22a0","TAROT","BIFI","false","0x43e1e486Df6b6be982424F4dE7A9bd93e1aF64CA","0x367a27065026D42A00F1fF20811abd18A02eEE89","0x29463CC9A972e8fa3a62Bc7a7f60Ad1cF8B251Ed","0","0","0","0","0","0","0","0"
"0x93256e1cc17D4A7A91e5c93884AAe8268C68692f","ACS","BIFI","false","0x7D54AF16d8A1a670A536E16e74113455fe314b50","0x018d262Ef219add39De07A2e75E7DDBCED80D0f1","0xE50Ef3429309C7491d458B79deCb8184e336366F","0","0","0","0","0","0","0","0"
"0xeB699754DD2a7fE88e0b77c309896eBA952F15fa","CHAM","BIFI","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xc1Bc16209Bc5eecd99aba2fA436Efa541dBa72F3","0","0","0","0","0","0","0","0"
"0x3B315B06AB0D95486B5847503F1A82bd8277fe9b","TAROT","ACS","false","0x256BE1114e953A37907c9354838d8E553493A4A8","0x4CEa762D947430Da16D7b88AA403e75F5A2F2447","0x0806519c42B3bb5466CAe2955A124BA840cb1852","1071669073768661","0.001072","4737683313729","4.74e-6","0","0","0","0"
"0xc4358ce16c9E899D1b9589A8f877bB9137222Ba5","CHAM","ACS","false","0x0935B8a187BE8A1f6eDCfbE6f1ac01C9D5c20ae5","0x9f8ee1Ef5F44816da34a663B00a90489F5c920b6","0x3BFb3F979Aa9Bae67E0e019fb20A017F00F4c474","7638035571350169","0.007638","19231429438317","1.92e-5","0","0","0","0"
"0xefa03ABC8c69279fC83aC00b568188e22Fb36A0D","CHAM","MARE","false","0x05D96Fb6ce22d60E8dCc355c16b63e9E05D2c279","0x35706Eb2aCBc65F89dC0783f1E3A130d5F9EBCE3","0x1Db62299a2E72A39577e93042ABDC306a7dF80e4","427259507731500","0.000427","580292091307179","0.000580","0","0","0","0"
"0xdf602c1775C3683d2AF01A262A1C8f5b7fE8E36c","TAROT","MARE","false","0xb0E0687e5257e05ff7aF70e53E4876336b776F7D","0xcC5FB59c8CB72Ff8857EAE833289Bb882DF3C0dd","0xf461b2c3cE5bEEB7a28c7061D47894DBd89b1e6F","595427294872","5.95e-7","9205985383379783","0.009206","0","0","0","0"
"0x858543aE1D3Cb61BcC0b3b72b75023f451698a46","BIFI","MARE","false","0x2B500B2D35172874E0E846a16871682F6BC7DdcB","0xfd4c5a7FdeB928c71dB2AEc4AF270486EEE2a32B","0x3a711b01372325Db0a2Bb20Dadb9883668355749","6050180525726","6.05e-6","18701650954983198","0.018702","0","0","0","0"
"0x345F70E273025fa20091485Fd3415461EC28805E","SLM","MARE","false","0xDaA41422c5C2FEa3c218A9B8741035982fDbF6f7","0xF3DCA1E1933a5A4E7733c3f36384602BcC809c02","0x8bCfA6529fC3F03575d897159e3f7Aef6928f90d","0","0","6768165599199353","0.006768","0","0","0","0"
"0x8988925B0373c43d890aa8Ac09e345b9E853F52f","ACS","MARE","false","0xC8f90e226893Ae3fb2790034Da32089bE19bc750","0x8676Ce6aFbeC9028E407e602616867E329e4DF17","0x104E7a97f283DBbba976579Ee8Ef1432C1808e85","6972927146291","6.97e-6","18912948277927202","0.018913","0","0","0","0"
"0xfbF6a484B2aB30f37A8cef019d4e47b91F4774Cc","TV","MARE","false","0x79440C483562dCf736f0fA29fF607aB09D2e1BCd","0x2A6f0Aa32F54cfA782D94cC7b9c4BEADca3DEd56","0x4a911304889C635e0a0B9b8bF7F4c51Dd1176333","2413194797633321962708798732577967","2413194797.63M","2376398581447200068","2.3764","18970533799758820023224071411719","18970533.80M","53696793030562164","0.053697"
"0x2A6A5F766BB8aa6d8832524F76EbB3f34CFF3046","TV","CHAM","false","0x051237f3e4583b883eaA7Abb5d5E81180a54989f","0xE8C20107143de16663FA05159C73677748388eAc","0x0B85B334B38D60751Be82D94D4872C4187194303","2119150081954611834164031","2.12M","0","0","0","0","0","0"
"0xaB8FCEec02B0A4Fcd182F516A314097F83f7c2BF","TV","TAROT","false","0x4f4A61568a6CCb0C99565576F327862e32644918","0x03D25FB337Cc5c23d362DD5941A376bAC3073550","0x154bab75045396E228b8af85fD88ebD85ef10e95","14591172467319243699601800","14.59M","0","0","0","0","0","0"
"0xC3A9FEA5937849A0a375400009bF0388E2E991fb","TV","SLM","false","0xD22E90C8442F74eC7e70F24D9Fbfcf7a03714B7F","0x82848Af14adBb68dd4B7243aF0220ff38170D6eC","0x8B3110A61871c2b652DD0dFba347FE8063954A47","21511163757737927410822","21,511.16","0","0","0","0","0","0"
"0xA7335A3FE9dd8eeb02Cbe7FD128256C873299B04","TV","MAI","false","0x841912Fd604a828a2424f0A5d7107B6F61874De1","0x1EC95786048A0AB6ea25f312F22fB5E6d2A335F7","0x277f58fF18EF0bA6e665b641e817bE9E145F8b22","1042612003704087232032984","1.04M","0","0","0","0","0","0"
"0x8f1C786328B843B12c2eA2AFcdc46eC8AcB3642a","SLM","MAI","false","0x4ACb4AFf85ce7a3d32d93189F8Da3F3C5165b992","0x442fDBB42975A2bEC28682Cf2Ed3D7201A77F4bE","0x194405B57413096733e5A80ce810886c6CCFDf09","13117184432796679433","13.1172","0","0","0","0","0","0"
"0xC14f50956De9F1a263B13D459De4E6b2aBd4470f","CHAM","MAI","false","0x66B7fa0BDf6d9Fd5Fd9e552A4d83B7ADBE2a4888","0x9975043B6534c4Fe125f059B23c2c62BAC71dd0F","0xDb2519094CCe1715E10DA7349857E27eC1d1a5Ff","515732723829383","0.000516","0","0","0","0","0","0"
